,entity,frequency
19687,md mph fredhutch,1
19688,auden,1
19689,susan leclair,5
19690,the last decade,8
19691,first,477
19692,duvelisib v ofatumumab,2
19693,sll,337
19694,sll,337
19695,uva_amsterdam ash_hematology,1
19696,cll,1030
19697,worldhematology2019 cancerscience2019,1
19698,24,20
19699,biotech2050 pieschem,1
19700,hansbishop1,1
19701,dominicdagosti2,1
19702,tp53,94
19703,18,18
19704,chroniclymphocyticleukemia cll jnj,1
19705,first,477
19706,first,477
19707,cll,1030
19708,december,6
19709,brad kahl,4
19710,alter von,2
19711,70,36
19712,jahren überleben,2
19713,alter von,2
19714,70,36
19715,jahren überleben,2
19716,rituximab vergleichen,1
19717,das,2
19718,jennifer brown,23
19719,12 month,10
19720,39,8
19721,7 year,5
19722,obinutuzumab versus,2
19723,81 3,1
19724,43 8,1
19725,cancer drug imbruvica,1
19726,jeff,32
19727,lamana,1
19728,pembrolizumab plus umbralisib,1
19729,nicole lamana,1
19730,richard rosenquist,1
19731,dr kahl,2
19732,40,27
19733,4 4,1
19734,this year,54
19735,ash18top10,1
19736,the next few month,5
19737,plus rituximab,3
19738,rituximab,139
19739,duvelisib vstm aes,1
19740,3,390
19741,87,6
19742,duvelisib,18
19743,two,149
19744,first,477
19745,paolo,16
19746,plus rituximab,3
19747,cll,1030
19748,first,477
19749,today,361
19750,deborah simms,1
19751,peter,15
19752,venetoclax rituximab,34
19753,3,390
19754,rituximab superior,2
19755,rituximab,139
19756,jennifer woyach,10
19757,three,79
19758,35,12
19759,two,149
19760,robert z,2
19761,three,79
19762,jnj s,2
19763,cll biopharma dive,1
19764,two,149
19765,today,361
19766,5 year,45
19767,this week,74
19768,mmsm myeloma,3
19769,2018,117
19770,third,20
19771,last night,10
19772,stjamesdublin,2
19773,only 3,2
19774,patrick kivlehan,1
19775,one,163
19776,europe,61
19777,iwcll erneurobloodnet,1
19778,2018,117
19779,btc btc kanga kangaexchange,1
19780,crypto cllnews,1
19781,cll,1030
19782,70,36
19783,the next few month,5
19784,one,163
19785,rod humerickhouse md phd,2
19786,obinutuzumab,114
19787,johnson abbvie s imbruvica,2
19788,spanish,26
19789,2017,121
19790,hemeonc,3
19791,4 ph3,1
19792,rituximab v fcr,5
19793,دراسة,1
19794,christmas,13
19795,michele,6
19796,taylorj_md,2
19797,annaschuh3,10
19798,tobyeyre82 jeremy_rm,1
19799,0,18
19800,cll,1030
19801,jest jednym,1
19802,w starszym,1
19803,tp53,94
19804,imbruvica,166
19805,ibrutinib rituximab,24
19806,ash johnson,1
19807,johnson abbvie s imbruvica,2
19808,md phd,30
19809,this morning,43
19810,2004,4
19811,36,10
19812,orlando,13
19813,a few year ago,2
19814,10,90
19815,shanafelt cll,1
19816,sct,7
19817,2009,7
19818,sundlivsstil,1
19819,nyestudierpåcll biosimilær,1
19820,medicin,2
19821,anthonymatomd wwierda drmdavids,1
19822,212pb nnv003,2
19823,cd37,7
19824,myeloma sicklecell cll,1
19825,68 year old,5
19826,0,18
19827,2 day,10
19828,cll,1030
19829,2019,142
19830,alter pattern,1
19831,rituximab,139
19832,leuke mia,2
19833,3,390
19834,rituximab fcr,9
19835,age 70,6
19836,rituximab,139
19837,leuke mia,2
19838,cll,1030
19839,pier blombery,1
19840,3 year,17
19841,abbv imbruvica ibrutinib combination,1
19842,cll,1030
19843,less than 70,1
19844,up to 7 year,3
19845,rituximab v fcr,5
19846,cll,1030
19847,imbruvica ibrutinib data,9
19848,up to seven year,5
19849,80 percent,5
19850,rituximab superior,2
19851,this morning,43
19852,age 70,6
19853,md stanford u lead,1
19854,dr kater,2
19855,3,390
19856,7 30am 9 15am,1
19857,tp53,94
19858,dave maloney,1
19859,worldhematology2019,1
19860,4,163
19861,jagged1,2
19862,3,390
19863,researcher scientist doctor s,1
19864,adsouza_md medihumdani,1
19865,last daily,1
19866,jeff_sharman,4
19867,this evening,6
19868,s imbruvica,2
19869,up to 7 year,3
19870,80,19
19871,news imbruvica healthcare,1
19872,second,124
19873,2018,117
19874,ginacolumbusonc,1
19875,william wierda,17
19876,tonight,51
19877,the 5 year,7
19878,62 83,1
19879,tara cochrane,1
19880,tonight,51
19881,don,76
19882,80 percent,5
19883,cll,1030
19884,juno,5
19885,italian,4
19886,risultati,4
19887,dana,9
19888,harvard medical school view article,1
19889,murano w arnon kater,1
19890,khan md phd,1
19891,imbruvicaâ ibrutinib plus obinutuzumab,1
19892,inhye ahn,1
19893,nih,31
19894,al mrd,1
19895,uva_amsterdam,4
19896,imbruvica,166
19897,drraulcordoba,4
19898,paula,3
19899,1l,24
19900,kerry rogers,4
19901,ballroom 20a,1
19902,1130,4
19903,al murano,1
19904,cllsm lymphomahub lymphomaoz leukaemiaaus,1
19905,ven,4
19906,28,12
19907,3rd,18
19908,one,163
19909,today,361
19910,4431,1
19911,profiteren van,1
19912,ibrutinib rituximab ir,1
19913,6 pm pt,1
19914,9 pm,1
19915,hematosantpau present,1
19916,the summer,2
19917,695,1
19918,two,149
19919,myeloma bloodcancer,1
19920,80,19
19921,89,8
19922,tp53,94
19923,nih_nhlbi s dr,1
19924,ash2018,6
19925,last night,10
19926,cllheroes18,1
19927,68 year old,5
19928,0,18
19929,2 day,10
19930,65 year,4
19931,3,390
19932,pembrolizumab,8
19933,paulmos63832199,1
19934,tobyeyre82 fwandroo,1
19935,3,390
19936,4,163
19937,jagged1,2
19938,paris,6
19939,france,10
19940,att skilja,1
19941,frans,1
19942,6,80
19943,earlier this year,6
19944,deltagarna,1
19945,klura,1
19946,hur mitt hänga,1
19947,suivi médian de 3 an,1
19948,rituximab mabthera,3
19949,7,49
19950,rituximab v br,1
19951,imbruvica ibrutinib data,9
19952,up to seven year,5
19953,english,11
19954,french,14
19955,anna,9
19956,oxford,12
19957,result w jennifer,1
19958,cr w jordan,1
19959,congratulation jennifer,1
19960,2014,26
19961,rituximab produce,3
19962,6,80
19963,today,361
19964,rod humerickhouse md phd,2
19965,3134,1
19966,robert mrd,1
19967,cll lymsm,14
19968,cllsm lymphomahub lymphomaoz,1
19969,ash18 jennifer woyach,2
19970,north american,5
19971,cll,1030
19972,rituximab,139
19973,cll,1030
19974,rituximab,139
19975,bendmustine rituximab,1
19976,north american,5
19977,3,390
19978,87 9,1
19979,cll,1030
19980,jennifer,6
19981,al ph3 rct alliance a041202,1
19982,65y w,1
19983,547,1
19984,0 87,1
19985,rituximab,139
19986,alliance_org,6
19987,bendaka,1
19988,ash18 jennifer woyach,2
19989,rituximab v,3
19990,year,25
19991,van bruggen,1
19992,rituximab substitute,1
19993,age 70,6
19994,17p,159
19995,david present,1
19996,642,5
19997,6 00pm,1
19998,san diego,12
19999,david lesoway,1
20000,7 year,5
20001,american,82
20002,first 3 year,1
20003,cll w stephan stilgenbauer,1
20004,imbruvica ibrutinib data,9
20005,up to seven year,5
20006,1968,3
20007,a breakthrough year,2
20008,the age of 60,3
20009,cd19,92
20010,jcar014,4
20011,83,9
20012,imbruvicaâ ibrutinib,1
20013,up to seven year,5
20014,80 percent,5
20015,abbv imbruvica,3
20016,up to 7 year,3
20017,80,19
20018,imbruvica ibrutinib data,9
20019,up to seven year,5
20020,80 percent,5
20021,jordan,2
20022,two week,7
20023,three month,1
20024,jcar014,4
20025,cd19,92
20026,cd19,92
20027,anthony mato,16
20028,umbralisib ublituximab,11
20029,rt patient lymsm,1
20030,298,2
20031,dr susan,4
20032,nivolumab combine w,2
20033,20,40
20034,brian koffman,17
20035,today,361
20036,11 15,1
20037,dr jennifer brown,7
20038,cll,1030
20039,less than 6,2
20040,4,163
20041,7,49
20042,nivolumab combine w,2
20043,20,40
20044,paolo,16
20045,2,415
20046,paolo,16
20047,drs davidsteensma,2
20048,md daniel,2
20049,scott armstrong,1
20050,2138,1
20051,dana farber,5
20052,ash18 day 1,1
20053,michael hallek,16
20054,today,361
20055,drs davidsteensma,2
20056,md daniel,2
20057,jennifer brown,23
20058,the 2nd day,1
20059,mmsm ctsm,1
20060,3,390
20061,ami solution news abbvie,1
20062,3,390
20063,ベンダからイブルチニブ その次はベネトクラックス,1
20064,f haroun md,1
20065,1928z 41bbl,1
20066,maria joao baptista,1
20067,4 45,2
20068,san diego,12
20069,today,361
20070,tomorrow,85
20071,john seymour,19
20072,danielle,9
20073,abbv present update data,1
20074,john seymour,19
20075,3,390
20076,rituximab venr,5
20077,amlsm cllsm bmtsm lymphomahub lymphomaoz,1
20078,the age of 60,3
20079,cll,1030
20080,cll,1030
20081,his 33rd year,1
20082,michael hallek,16
20083,first,477
20084,about day 1,1
20085,michael hallek,16
20086,12 30,3
20087,hall ab,1
20088,con tam,2
20089,judithtrotman1,1
20090,bgbg3111,1
20091,amlsm cllsm bmtsm,1
20092,lymphomahub lymphomaoz,1
20093,mpn,8
20094,cd19,92
20095,two,149
20096,maria domenica cappellini lastatale,1
20097,mayo,20
20098,san diego janssenoncology,1
20099,morning,18
20100,this year,54
20101,jennifer brown,23
20102,11 30am pt pacific ballroom 20,1
20103,184,1
20104,w macra,1
20105,cll center danafarber,1
20106,6 15pm,2
20107,3d,5
20108,ncbi,27
20109,cll watchandwait,2
20110,john pagel,14
20111,tgtx umbralisib anthonymatomd,1
20112,7 30,3
20113,san diego,12
20114,don,76
20115,north american,5
20116,one,163
20117,chris,14
20118,sunday,21
20119,2889,1
20120,clin,4
20121,2 6pm hall,1
20122,1,256
20123,murine data indicate,1
20124,first,477
20125,first,477
20126,12 1 3 00p,2
20127,obinutuzumab ifcg,2
20128,w cll w,2
20129,w,54
20130,tp53,94
20131,12 1 3 00p,2
20132,w cll w,2
20133,w,54
20134,duvelisib,18
20135,many year,9
20136,factfriday,2
20137,cancerawarenessuae,1
20138,1d,3
20139,1,256
20140,2,415
20141,this weekend,18
20142,zack zpwlc,1
20143,san diego,12
20144,il15 rhil15,1
20145,15,48
20146,il15,2
20147,interesting epigenetic regulatory,1
20148,15,48
20149,obinutuzumab,114
20150,jeff_sharman drraulcordoba chadinabhan anthonymatomd,1
20151,wwierda,8
20152,johnpleonardmd drmichaelhallek,1
20153,uni_ulm drmiguelperales,1
20154,fda,889
20155,3,390
20156,2018,117
20157,richard,11
20158,trouverez ci,1
20159,joint la déclaration,1
20160,ce pôle emploi occitanie à la suite,1
20161,de grève pôle emploi,1
20162,20 11,1
20163,the week november 29 2018,1
20164,64 year old,2
20165,5 month ago,1
20166,december 10th 2018,1
20167,pikesville,1
20168,1 11 30am,1
20169,md anderson,21
20170,houston usa view article,1
20171,leukeran,1
20172,2018,117
20173,29062018,1
20174,2125,1
20175,this week,74
20176,ref product rituxan s,1
20177,autoimmune,12
20178,europe,61
20179,horizon 2018,1
20180,tp53,94
20181,jitka malcikova,1
20182,cll,1030
20183,ssc,1
20184,sn cll,1
20185,december 2,1
20186,san diego,12
20187,9 2bn,2
20188,2027,14
20189,at least one,37
20190,17p,159
20191,year 1st,1
20192,del mar,1
20193,janie licosati,1
20194,anthony r mato md msce,1
20195,one,163
20196,walter styer,1
20197,david porter,2
20198,7 7bn in,1
20199,2017,121
20200,9 2bn,2
20201,2027,14
20202,7mm,1
20203,1 8,2
20204,the u k s national institute for health and care excellence,1
20205,john,34
20206,chris dwyer,1
20207,lisa minkove,3
20208,the cll community,2
20209,usfda,4
20210,kinase inhibitor duvelisib,1
20211,3,390
20212,at least 2,3
20213,doc,15
20214,dr jeff_sharman,5
20215,willamette valley cancer institute,2
20216,kan de,1
20217,een,1
20218,2,415
20219,tegelijk echt pistool letterlijk tegen,1
20220,hoofd helaas maken toch,1
20221,10,90
20222,dus ben de angst vergeten,1
20223,wel de waarde van de,1
20224,dr jeff,20
20225,willamette valley cancer institute,2
20226,well fwd p e,1
20227,12,77
20228,3 5,3
20229,cheson md,3
20230,mayo,20
20231,anthonymatomd,19
20232,212pb,2
20233,003,2
20234,rit,1
20235,sangdun choi,1
20236,aprendan enanos,1
20237,pisoton en,1
20238,125a,6
20239,34a,6
20240,the united state,16
20241,eu,180
20242,robin foà md,1
20243,rome,2
20244,italy,5
20245,cll,1030
20246,globonc caxtx,1
20247,11 29,1
20248,1 week,4
20249,dr susan o brien,8
20250,the university of california irvine health,1
20251,1 week,4
20252,kimby,1
20253,rainham london,1
20254,today,361
20255,nhl,108
20256,cll,1030
20257,32765,8
20258,rituximab fcr,9
20259,dr anthony mato,4
20260,أضفت فيديو,1
20261,على,1
20262,framtidsdalen fortsätter,1
20263,joki,1
20264,turku,1
20265,3x,2
20266,globonc supponc,1
20267,thanksgiving,3
20268,125a,6
20269,34a,6
20270,hospitalclinic,4
20271,framtidsdalen unga,1
20272,rt karolinskainst,1
20273,2017kaw100,1
20274,richard rosenquist brandell,4
20275,kaw100,2
20276,richard rosenquist brandell,4
20277,cll,1030
20278,kaw100,2
20279,cll,1030
20280,rituximab,139
20281,first,477
20282,cll w adrian wiestner,1
20283,nih ericllorg eric2018,1
20284,cll,1030
20285,first,477
20286,hodgkin nhl,4
20287,cll,1030
20288,uk,64
20289,rituximab combo,6
20290,joseluis_pa,1
20291,32765,8
20292,32765,8
20293,rituximab fcr,9
20294,cllr,1
20295,ralph s,2
20296,tobyeyre82,7
20297,32765,8
20298,ash2018,6
20299,70,36
20300,4,163
20301,rituximab combination,1
20302,70,36
20303,4ward,1
20304,drmatasar johnpleonardmd,1
20305,milton aranha,1
20306,1st,83
20307,mm,21
20308,myeloma cll,13
20309,gazyva ven,1
20310,three,79
20311,pratice,1
20312,1st,83
20313,mm,21
20314,myeloma cll,13
20315,12 month,10
20316,november 27,1
20317,third,20
20318,dr jeff_sharman,5
20319,fda,889
20320,32765,8
20321,rituximab fcr,9
20322,john,34
20323,32765,8
20324,rituximab fcr,9
20325,9 january,1
20326,lymphoma inc cll,1
20327,tuesdaythoughts,5
20328,age 70,6
20329,32765,8
20330,rituximab fcr,9
20331,1 2,52
20332,32765,8
20333,hdac6,5
20334,70,36
20335,hospitallafe gvasanitat ventura_jma patlacruz,1
20336,iislafe,2
20337,1 2,52
20338,30,48
20339,rituximab,139
20340,age 70,6
20341,ベネトクラクス併用療法 cll対象のp3試験で無増悪生存期間を達成 米アッヴィ qlifepro 医療ニュース cll pfs,1
20342,10,90
20343,two,149
20344,cll,1030
20345,61 y,1
20346,8,59
20347,3 week,2
20348,2018,117
20349,houstonchron,1
20350,the university of texas,4
20351,gop,2
20352,the last 6 year,1
20353,christmas,13
20354,christmas holiday,1
20355,2010,15
20356,taliban,2
20357,afghanistan,3
20358,50,30
20359,retire adm william h mcraven,1
20360,the university of texas,4
20361,bin laden,2
20362,próximas fechas de su campeonabsoluto de cll,1
20363,próximo,2
20364,1,256
20365,al título de ngen,1
20366,24,20
20367,8 de diciembre,1
20368,9 de diciembre,1
20369,15 de diciembre,1
20370,6 de,1
20371,24,20
20372,al haematologica,2
20373,marc,6
20374,four year,14
20375,frank mercer,1
20376,2015,68
20377,october 2017,3
20378,2027,14
20379,rupert beazley,1
20380,49,4
20381,eight,10
20382,john moore,1
20383,october 2015,2
20384,2014,26
20385,john contributes,1
20386,cllsa s,1
20387,thankyou john,1
20388,david innes,1
20389,may 2011,1
20390,2017,121
20391,thankyou david,1
20392,eu,180
20393,hillary clinton,1
20394,four,58
20395,texas,8
20396,bin laden,2
20397,the university of texas,4
20398,this year,54
20399,2010,15
20400,afghanistan,3
20401,360,5
20402,this week,74
20403,world nursery rhyme week,1
20404,each day,2
20405,first,477
20406,friday,29
20407,5,90
20408,eu,180
20409,duvelisib,18
20410,nicholas chiorazzi,2
20411,year ago,1
20412,cll,1030
20413,eu,180
20414,eric s,1
20415,thanksgiving,3
20416,w,54
20417,first,477
20418,annual,95
20419,first,477
20420,annual,95
20421,5 year,45
20422,canadian,28
20423,senp2,1
20424,marwan,1
20425,november,9
20426,the boston chapter,1
20427,paolo,16
20428,asco s young,1
20429,john hayslip,2
20430,stephan stilgenbauer,2
20431,rick,3
20432,monday,17
20433,2 week,8
20434,janssen seek,1
20435,two,149
20436,2,415
20437,first,477
20438,1979,1
20439,sia,2
20440,boxe,1
20441,1,256
20442,european,47
20443,eric international,4
20444,kostas stamatopoulos,4
20445,6,80
20446,6,80
20447,f hoffmann la roche ltd novartisinternational ag glaxosmithkline,1
20448,cll btk,2
20449,danafarber s dr jennifer brown,3
20450,lymsm,25
20451,dr jennifer,10
20452,ann hewitson hmrn_uk,1
20453,bloodwiseghd18,1
20454,afternoon,9
20455,prof tatjana,1
20456,unibirmingham,2
20457,bloodwiseghd18 bloodwise_uk,1
20458,cll,1030
20459,montserrat,4
20460,unisouthampton,5
20461,72,14
20462,ritux,3
20463,17p,159
20464,cd84,4
20465,1,256
20466,pd l1 expression,2
20467,booth 1124,1
20468,12,77
20469,6 month,13
20470,last week,17
20471,brazilian,5
20472,chemo2018,1
20473,2018,117
20474,2018,117
20475,gnocchi s,1
20476,safecancertx download chapter,1
20477,12 11 2018,1
20478,croatian lacrosse league,1
20479,zagreb,1
20480,season,10
20481,george calin,1
20482,19 nov,1
20483,london,22
20484,sll,337
20485,many year,9
20486,myeloid,56
20487,three,79
20488,two,149
20489,unibarcelona,3
20490,1 november 2018,1
20491,the european commission,11
20492,ec,17
20493,at least one,37
20494,zanubrutinib,5
20495,h2h,1
20496,davychiodin,1
20497,idelalisib,8
20498,cll,1030
20499,next saturday,5
20500,november 17th,1
20501,the past decade,2
20502,à surveiller ce soir,1
20503,november 28,1
20504,1 pm,3
20505,a 1 hour,1
20506,webinar w,1
20507,dina,1
20508,el sharkawi,1
20509,london,22
20510,2018,117
20511,jennifer brown,23
20512,richard,11
20513,the year,28
20514,two day,5
20515,the year,28
20516,london,22
20517,uk,64
20518,healthcare multistakeholder meeting,1
20519,joe park,1
20520,symposiumin madrid,1
20521,hospitallafe tphlafe gvasanitat monicaalri,1
20522,sud unsa,1
20523,de pole_emploi occitanie,1
20524,14h à 17h,1
20525,foix,1
20526,st césaire et,1
20527,perpignan san vicens à de réunions d information,1
20528,george canellos,1
20529,this morning,43
20530,3,390
20531,eric international meeting,1
20532,next tuesday,2
20533,101 webinar don,1
20534,3,390
20535,nih,31
20536,california,7
20537,this year,54
20538,21,22
20539,dr versha,1
20540,dr ryan,2
20541,2,415
20542,just 24 hour,1
20543,nhl hodgkin,3
20544,1b,43
20545,oct 11 2018,1
20546,the last 5 to 10 year,1
20547,peter,15
20548,lih phd,1
20549,german,23
20550,study group,6
20551,bry,1
20552,tcn vcp gmaa,1
20553,swg vtu cll,1
20554,cll,1030
20555,wu s,2
20556,chris jones,1
20557,300,8
20558,november 1,1
20559,1,256
20560,pp2a,1
20561,the brunati s,1
20562,pp2a dibio_unipd,1
20563,roche,68
20564,ella lo ha hecho,1
20565,músicadelatarde,1
20566,first,477
20567,spain,15
20568,upfbarcelona,1
20569,bill wierda wwierda,1
20570,ventoclax rituximab,1
20571,uk,64
20572,the past decade,2
20573,roche,68
20574,brazil,7
20575,andrew davis,1
20576,two,149
20577,venetoclax rituximab,34
20578,europe,61
20579,roche,68
20580,first,477
20581,cll,1030
20582,rituximab venclyxto,1
20583,the last decade,8
20584,the university of pennsylvania,1
20585,cll,1030
20586,the nov 13th,1
20587,4 november,1
20588,cll,1030
20589,first,477
20590,genentech,81
20591,roche,68
20592,12 month,10
20593,mrd4,1
20594,17 41 41,1
20595,rituximab,139
20596,71y,1
20597,ritux,3
20598,3 ven,1
20599,hospitallafe iislafe,1
20600,icymi duvelisib,1
20601,sll,337
20602,jpj vcp,1
20603,36,10
20604,hemo2018,1
20605,john allan,9
20606,4 year,22
20607,only 1 9,1
20608,tp53,94
20609,65y,2
20610,obinutuzumab venetoclax,6
20611,roche combo drug,1
20612,roche,68
20613,more than 20 000,4
20614,the u s,15
20615,this year,54
20616,today,361
20617,ema,4
20618,ema,4
20619,european commission,24
20620,at least one,37
20621,today,361
20622,roche,68
20623,ph3,4
20624,obinutuzumab outperform chlorambucil obinutuzumab,1
20625,roche,68
20626,first,477
20627,8,59
20628,at least one,37
20629,roche,68
20630,eu,180
20631,sll,337
20632,fda,889
20633,cd20,38
20634,european commission,24
20635,at least one,37
20636,eight,10
20637,the last decade,8
20638,european commission,24
20639,european commission,24
20640,at least one,37
20641,european commission,24
20642,at least one,37
20643,european commission,24
20644,at least one,37
20645,european commission,24
