,entity,author_name,overall_polarity
21326,cll,KKL Trust,Positive
21327,mark scott,WheelieDealer,Neutral
21328,19 sep 2018,Jon,Neutral
21329,9,Jon,Neutral
21330,researcher nihclinicalcntr,NIH NHLBI,Neutral
21331,cll,NIH NHLBI,Neutral
21332,sll,NIH NHLBI,Neutral
21333,doc,UM Human Resources,Neutral
21334,first,Cancer Papers,Negative
21335,university of manitoba winnipeg mb primary,MB Top Employers,Neutral
21336,9 22,The James,Neutral
21337,cll,The James,Neutral
21338,dr jennifer brown,CLL Ireland,Neutral
21339,jan burger,CLL Ireland,Neutral
21340,anthony mato,CLL Ireland,Neutral
21341,at least 25 000,Solomon Kamal,Neutral
21342,at least 5,Solomon Kamal,Neutral
21343,2,Solomon Kamal,Neutral
21344,3,Integra Medical,Neutral
21345,2,Integra Medical,Neutral
21346,daily,Integra Medical,Neutral
21347,0,Integra Medical,Neutral
21348,ncbi,Integra Medical,Neutral
21349,mark silverstein,Andrew Schorr,Neutral
21350,toronto,Andrew Schorr,Neutral
21351,canada,Andrew Schorr,Neutral
21352,journey w cll,Andrew Schorr,Neutral
21353,mt2018 06 phase ii,TrialBulletin,Neutral
21354,456,TrialBulletin,Neutral
21355,9 27,Andrew Schorr,Neutral
21356,10 19,Arjun D. Law,Neutral
21357,12mo,Arjun D. Law,Neutral
21358,phase2,The Lancet Oncology,Neutral
21359,obinutuzumab,The Lancet Oncology,Neutral
21360,cll2,The Lancet Oncology,Neutral
21361,second,Research To Practice,Neutral
21362,4,Research To Practice,Neutral
21363,drjfriedberg thomas kipps,Research To Practice,Neutral
21364,john gribben,Research To Practice,Neutral
21365,20,Research To Practice,Neutral
21366,20,Anna Deveau,Neutral
21367,84,Anna Deveau,Neutral
21368,78,Anna Deveau,Neutral
21369,notch1 birc3,Anna Deveau,Neutral
21370,tp53,Anna Deveau,Neutral
21371,rt medlypharmacy medical news,Chirag Kulkarni,Neutral
21372,today,Chirag Kulkarni,Neutral
21373,today,Medly Pharmacy,Neutral
21374,french,Anna Deveau,Neutral
21375,2017,Anna Deveau,Neutral
21376,w anna,VJHemOnc,Neutral
21377,uniofoxford britsochaem,VJHemOnc,Neutral
21378,today september 15th,CLL Ireland,Neutral
21379,worldlymphomaawarenessday,CLL Ireland,Neutral
21380,phillip thompson,Robert Z. Orlowski,Neutral
21381,first,Robert Z. Orlowski,Neutral
21382,sept 11,InciNotes,Neutral
21383,russell brook,InciNotes,Neutral
21384,anna schuh md,MD Anderson Leukemia,Neutral
21385,florencia,MD Anderson Leukemia,Neutral
21386,dukeharvardmit anticancer drug development,Michele Nadeem-Baker,Neutral
21387,2018,Michele Nadeem-Baker,Neutral
21388,the month of september,MerMer Goodburn 🌈🇪🇺🩸,Neutral
21389,month,MerMer Goodburn 🌈🇪🇺🩸,Neutral
21390,september 15,MerMer Goodburn 🌈🇪🇺🩸,Neutral
21391,sll,MerMer Goodburn 🌈🇪🇺🩸,Neutral
21392,a big month,MerMer Goodburn 🌈🇪🇺🩸,Neutral
21393,bloodcancerawarenessmonth,MerMer Goodburn 🌈🇪🇺🩸,Neutral
21394,univ_lille,Jordan Gauthier,Neutral
21395,nhl,Ravispecialitiespharma_RSP,Neutral
21396,saturday,Robert Z. Orlowski,Neutral
21397,9 15,Robert Z. Orlowski,Neutral
21398,8 30,Robert Z. Orlowski,Neutral
21399,saturday,MD Anderson Leukemia,Neutral
21400,9 15,MD Anderson Leukemia,Neutral
21401,8 30,MD Anderson Leukemia,Neutral
21402,new module,HEORO,Neutral
21403,hodgkin s,HEORO,Neutral
21404,nhl hg29 eortc qlq,HEORO,Neutral
21405,nhl lg20,HEORO,Neutral
21406,december,MerMer Goodburn 🌈🇪🇺🩸,Neutral
21407,sickday,MerMer Goodburn 🌈🇪🇺🩸,Neutral
21408,hemeonc cllsm,VJHemOnc,Neutral
21409,three,AAU,Neutral
21410,two,CryptoLiveLeak,Neutral
21411,boston,CryptoLiveLeak,Neutral
21412,sf3b1,Eduardo Eyras,Neutral
21413,the uk s,CLLSA,Neutral
21414,third,CLLSA,Neutral
21415,this september,CLLSA,Neutral
21416,9 22,Andrew Schorr,Neutral
21417,day,CryptoLiveLeak,Neutral
21418,day two,CryptoLiveLeak,Neutral
21419,15a,Cancer Papers,Negative
21420,16 1,Cancer Papers,Negative
21421,1,CLLSA,Neutral
21422,14 minute,CLLSA,Neutral
21423,myeloma haemtology janssenuk,CLLSA,Neutral
21424,bloodcancerawarenessmonth,HemOnc Today,Neutral
21425,cll mdandersonnews w,VJHemOnc,Neutral
21426,soho2018,VJHemOnc,Neutral
21427,tonight,Helen Jane Mee,Neutral
21428,nhsuhcw gehnhsnews healthwatchwarw bloodcancerawarenessmonth,Helen Jane Mee,Neutral
21429,2 500,CryptoLiveLeak,Neutral
21430,50,CryptoLiveLeak,Neutral
21431,boston cll,CryptoLiveLeak,Neutral
21432,pat conlin,CryptoLiveLeak,Neutral
21433,next week,Patient Power,Neutral
21434,22,Patient Power,Neutral
21435,sept 15,"Genevieve Crane, MD, PhD",Neutral
21436,16,"Genevieve Crane, MD, PhD",Neutral
21437,15a,microRNApapers,Neutral
21438,16 1,microRNApapers,Neutral
21439,c481s,Blood Journal,Neutral
21440,0853,Blood Journal,Neutral
21441,rituximab roche,腫瘤學新知 | Cancer Informer,Negative
21442,rituximab roche,mediPr | 醫學作家香港,Neutral
21443,12 pm pt,Patient Empowerment Network,Neutral
21444,2018,Willy van der Most,Neutral
21445,wednesday,Robert Z. Orlowski,Neutral
21446,9 12,Robert Z. Orlowski,Neutral
21447,8a,Robert Z. Orlowski,Neutral
21448,katy rezvani,Robert Z. Orlowski,Neutral
21449,100,Joost van de Beek,Neutral
21450,jaar zuiderzeewet cll,Joost van de Beek,Neutral
21451,141 274,LiveTracker®,Neutral
21452,210 691,LiveTracker®,Neutral
21453,4,LiveTracker®,Neutral
21454,f wwierda,Robert Z. Orlowski,Neutral
21455,wednesday,MD Anderson Leukemia,Neutral
21456,9 12,MD Anderson Leukemia,Neutral
21457,8a,MD Anderson Leukemia,Neutral
21458,katy rezvani,MD Anderson Leukemia,Neutral
21459,f wwierda,MD Anderson Leukemia,Neutral
21460,cll,Mithu Storoni MD PhD,Neutral
21461,combine glycolytic blockade,The Jackson Laboratory,Neutral
21462,jax s muneerhasham,The Jackson Laboratory,Neutral
21463,september,Bag It - Cancer Support,Negative
21464,month,Bag It - Cancer Support,Negative
21465,barbara andersen,Ohio State News,Neutral
21466,belspo belgium,EGI,Neutral
21467,european,EGI,Neutral
21468,today,Dr Anya Hotinski,Neutral
21469,javier pinilla,Health Adviser,Neutral
21470,md phd,Health Adviser,Neutral
21471,2,Health Adviser,Neutral
21472,the 5 year,Health Adviser,Neutral
21473,individualize lenalidomide plus chlorambucil,CLL Ireland,Neutral
21474,unisouthampton,Allison Stratford,Neutral
21475,first,Allison Stratford,Neutral
21476,uk,Allison Stratford,Neutral
21477,trade cello group plc,Market Trading Tips,Neutral
21478,134,Market Trading Tips,Neutral
21479,128 5,Market Trading Tips,Neutral
21480,160,Market Trading Tips,Neutral
21481,473,Market Trading Tips,Neutral
21482,w drs peter,Medscape Education,Neutral
21483,jennifer r brown,Medscape Education,Neutral
21484,qc2018,Anna Deveau,Neutral
21485,healthcanada canada,Anna Deveau,Neutral
21486,the last day,OncLive.com,Neutral
21487,the last day,CURE Magazine,Neutral
21488,lyle_dk sundpol,LyLe Foreningen,Neutral
21489,kræft,LyLe Foreningen,Neutral
21490,know_aml md heretohelpmds,LyLe Foreningen,Neutral
21491,dr alison,LymphomaAction,Neutral
21492,2575,Anna Deveau,Neutral
21493,china,Anna Deveau,Neutral
21494,2,Anna Deveau,Neutral
21495,september,MerMer Goodburn 🌈🇪🇺🩸,Neutral
21496,yesterday,MerMer Goodburn 🌈🇪🇺🩸,Neutral
21497,turkey,Cancer Papers,Negative
21498,chroniclymphocyticleukemia bloodcancerawarenessmonth,Verastem Oncology,Neutral
21499,sf3b1,SeqComplete,Neutral
21500,de la belle,L’Anglicane,Neutral
21501,dessiner langlicane culturelévis,L’Anglicane,Neutral
21502,month,Rachel Crooks,Neutral
21503,lpl,DNA Methylation,Neutral
21504,week,Jeff Lafferty,Neutral
21505,don,Jeff Lafferty,Neutral
21506,may 05,Jeff Lafferty,Neutral
21507,today,K.,Neutral
21508,the past 17 year,K.,Neutral
21509,the united state,Mahmoud Aljurf,Neutral
21510,sf3b1,bxv_genomics,Neutral
21511,sf3b1,bioRxiv Genomics,Neutral
21512,sf3b1,bioRxiv,Neutral
21513,a live 30 minute,Patient Power,Neutral
21514,w dr jeff_sharman,Patient Power,Neutral
21515,anthony mato,Memorial Sloan Kettering Cancer Center,Negative
21516,bloodcancerawarenessmonth,Memorial Sloan Kettering Cancer Center,Negative
21517,individualize lenalidomide chlorambucil amp,World Neonatology Congress,Neutral
21518,susan m,CCO Oncology,Neutral
21519,september,ASH Clinical News,Neutral
21520,7,Dr Anya Hotinski,Neutral
21521,1st,Chan Cheah,Neutral
21522,tgtherapeutics btk inhibitor,Chan Cheah,Neutral
21523,1701,Chan Cheah,Neutral
21524,individualize lenalidomide plus chlorambucil,CancerTherapyAdvisor,Neutral
21525,cll,Swallow This - The War On Cancer! 😷,Neutral
21526,uai ancr,SwingTradeBot UK,Neutral
21527,nhl hodgkin cll,LiveYourLife,Neutral
21528,55 year old,Blair Holladay,Neutral
21529,1b,Jordan Gauthier,Neutral
21530,obinutuzumab,Jordan Gauthier,Neutral
21531,92,Jordan Gauthier,Neutral
21532,42,Jordan Gauthier,Neutral
21533,cr,Jordan Gauthier,Neutral
21534,cri,Jordan Gauthier,Neutral
21535,sept 22,Patient Power,Neutral
21536,4th,CLL Ireland,Neutral
21537,the 4th day of bloodcancerawarenessmonth,CLL Ireland,Neutral
21538,janssenie cll,CLL Ireland,Neutral
21539,age lt 75 year 88 75 year 89,"Raul Cordoba, MD, PhD",Neutral
21540,btk,Anna Deveau,Neutral
21541,berlin,HARMONY Alliance,Positive
21542,myeloid,HARMONY Alliance,Positive
21543,efpia eu_h2020,HARMONY Alliance,Positive
21544,5,Judith Trotman,Neutral
21545,3 day,Donna Gairns,Neutral
21546,2nd,Donna Gairns,Neutral
21547,2018,Donna Gairns,Neutral
21548,one,Donna Gairns,Neutral
21549,sunday,Dr Anya Hotinski,Neutral
21550,yesterday,Dr Anya Hotinski,Neutral
21551,141,VJHemOnc,Neutral
21552,cll eha_hematology,VJHemOnc,Neutral
21553,mpncll18,MDS and You - MDS og Dig,Neutral
21554,mpncll18,Nick,Neutral
21555,eu balkan,Nick,Neutral
21556,spotleukaemia leukaemiacareuk cllireland,Nick,Neutral
21557,obinutuzumab barbara,VJHemOnc,Neutral
21558,3,Nick,Neutral
21559,iwcll britsochaem appgbloodcancer crghaem,Nick,Neutral
21560,rituximab,TumorImmunoPapers,Neutral
21561,65,ecancer,Neutral
21562,age 24 month,"Raul Cordoba, MD, PhD",Neutral
21563,75 year 88,"Raul Cordoba, MD, PhD",Neutral
21564,89,"Raul Cordoba, MD, PhD",Neutral
21565,mpn,Nick,Neutral
21566,1st day of bloodcancerawarenessmonth,Nick,Neutral
21567,spotleukaemia kick off bloodcancerawarenessmonth,Nick,Neutral
21568,3,Mahmoud Aljurf,Neutral
21569,nov of 2016,Christine Phillips,Neutral
21570,david regard cll,Patient Worthy,Positive
21571,2018,Industry Today,Neutral
21572,4sc,Industry Today,Neutral
21573,2025,Industry Today,Neutral
21574,industrytoday,Industry Today,Neutral
21575,danafarber cancer institute,CLL Ireland,Neutral
21576,harvard medical school,CLL Ireland,Neutral
21577,3,gilbert c faure,Neutral
21578,rituximab,gilbert c faure,Neutral
21579,23rd,gilbert c faure,Neutral
21580,europe,gilbert c faure,Neutral
21581,prague,CLL Ireland,Neutral
21582,2018,CLL Ireland,Neutral
21583,2 year,CLL Warwick Uni,Neutral
21584,cll,Dr Anya Hotinski,Neutral
21585,september,The Lancet Oncology,Neutral
21586,2018,Markets & Reports,Neutral
21587,10,Helen Jane Mee,Neutral
21588,8,Helen Jane Mee,Neutral
21589,saturday,CLL Warwick Uni,Neutral
21590,sunday,CLL Warwick Uni,Neutral
21591,uk,CLL Warwick Uni,Neutral
21592,ohiostate britsochaem,VJHemOnc,Neutral
21593,cll,melanomacan,Neutral
21594,cll,"Francisco Marty, MD",Neutral
21595,un,Gestion agricole,Neutral
21596,amebic encephalitis,AmoebaPapers,Neutral
21597,7,HARMONY Alliance,Positive
21598,cllsm cll,Anna Deveau,Neutral
21599,mrna,Anna Deveau,Neutral
21600,myeloma mm,Matthews & Associates,Neutral
21601,year,Helen Jane Mee,Neutral
21602,15,Helen Jane Mee,Neutral
21603,newswilmslow wilmslowonline bloodcancer hodgkin,Helen Jane Mee,Neutral
21604,liverpool,LiveYourLife,Neutral
21605,27,LiveYourLife,Neutral
21606,nhl,LiveYourLife,Neutral
21607,alc,Uriel Suárez,Neutral
21608,nhl,Uriel Suárez,Neutral
21609,hcl hairy,Uriel Suárez,Neutral
21610,runyon alumnus mayr_christine,Damon Runyon Cancer Research Foundation,Negative
21611,four,Medicine X,Neutral
21612,don,Duke Geriatrics,Neutral
21613,tomorrow,Duke Geriatrics,Neutral
21614,cll,Duke Geriatrics,Neutral
21615,pinilla ibarz,Targeted Oncology,Neutral
21616,4,CLL Warwick Uni,Neutral
21617,2 2,CLL Warwick Uni,Neutral
21618,albumin fibrinogen,World Neonatology Congress,Neutral
21619,9 9,OncLive.com,Neutral
21620,purva lad,Patient Power,Neutral
21621,christopher fox,VJHemOnc,Neutral
21622,cll britsochaem,VJHemOnc,Neutral
21623,keystage1,Early Years at LSC (#FE #VocEd #EYFS) 🙋‍♀️,Neutral
21624,w chris,VJHemOnc,Neutral
21625,cardiffuni britsochaem,VJHemOnc,Neutral
21626,cllsm,VJHemOnc,Neutral
21627,earlier this year,CLL Ireland,Neutral
21628,hermitageclinic rcsi_irl,CLL Ireland,Neutral
21629,sumamos una victoria,Meli Parada,Neutral
21630,el,Meli Parada,Neutral
21631,vamos chicas,Meli Parada,Neutral
21632,limpeño cll,Meli Parada,Neutral
21633,3l,Jah Kuu,Neutral
21634,2018,Tech Journal Hub,Neutral
21635,2023,Tech Journal Hub,Neutral
21636,obinutuzumab venetoclax,MDedge Hematology & Oncology,Neutral
21637,anthonymatomd wwierda,VJHemOnc,Neutral
21638,six,Lymphoma Papers,Neutral
21639,transcription,Prof John,Neutral
21640,4,Monitor Healthcare Ltd (MHL),Neutral
21641,1,Monitor Healthcare Ltd (MHL),Neutral
21642,2,Monitor Healthcare Ltd (MHL),Neutral
21643,3,Monitor Healthcare Ltd (MHL),Neutral
21644,cll,Financial Buzz,Neutral
21645,2018,Financial Buzz,Neutral
21646,sept 22 23,Andrew Schorr,Neutral
21647,9 23,Andrew Schorr,Neutral
21648,mmsm,Andrew Schorr,Neutral
21649,cll,ANTELLIS,Neutral
21650,2018,ANTELLIS,Neutral
21651,12,Anna Deveau,Neutral
21652,john fox,AJMC,Neutral
21653,audio omf,WEEI,Neutral
21654,76,WEEI,Neutral
21655,lynn,WEEI,Neutral
21656,matthew david,WEEI,Neutral
21657,dana farber 8,WEEI,Neutral
21658,month,Pamela Combs,Neutral
21659,rasgrp2 rap1,AA&MDSIF,Neutral
21660,cd38,AA&MDSIF,Neutral
21661,al,AA&MDSIF,Neutral
21662,nhl hodgkin cll,Helen Jane Mee,Neutral
21663,only 10,Helen Jane Mee,Neutral
21664,nhsggc crukglasgow,Helen Jane Mee,Neutral
21665,maggiesglasgow macmillangl,Helen Jane Mee,Neutral
21666,cll,Smitt Wesson,Neutral
21667,texas,Blake Fisher,Neutral
21668,this evening,Blake Fisher,Neutral
21669,2018 2026,The Pharmaceutical Marketing Group,Neutral
21670,england s national health service,pharmaphorum,Neutral
21671,janssenuk chroniclymphocyticleukaemia drug imbruvica,pharmaphorum,Neutral
21672,healthnews,pharmaphorum,Neutral
21673,dutch,The Patient's Channel,Neutral
21674,arnon kater,The Patient's Channel,Neutral
21675,uva_amsterdam,The Patient's Channel,Neutral
21676,2018,Wnt publications,Neutral
21677,17,Wnt publications,Neutral
21678,600,Andrew Lloyd ALA,Neutral
21679,jamie,CLL Warwick Uni,Neutral
21680,10am,CLL Warwick Uni,Neutral
21681,late 70s,Dermpath-L,Neutral
21682,1b,Philip McCarthy,Neutral
21683,obinutuzumab,Philip McCarthy,Neutral
21684,nearly 85 percent,Michael's Pharmacy,Neutral
21685,two year,Michael's Pharmacy,Neutral
21686,15,JR Biomedical Ltd,Neutral
21687,w,NIH Clinical Center,Neutral
21688,sll,NIH Clinical Center,Neutral
21689,17,NIH Clinical Center,Neutral
21690,0118,NIH Clinical Center,Neutral
21691,1b,مركز الأبحاث,Neutral
21692,obinutuzumab,مركز الأبحاث,Neutral
21693,5,Michele Nadeem-Baker,Neutral
21694,first,ASH,Neutral
21695,17p,ASH,Neutral
21696,duvelisib vstm,Anna Deveau,Neutral
21697,56 4,Anna Deveau,Neutral
21698,1 8,Anna Deveau,Neutral
21699,54 5,Anna Deveau,Neutral
21700,83 3,Anna Deveau,Neutral
21701,21 0 month,Anna Deveau,Neutral
21702,100,CLL Ireland,Neutral
21703,90,CLL Ireland,Neutral
21704,asco,CLL Ireland,Neutral
21705,tp53,Kathleen Montone,Neutral
21706,almost 20,"Stephen Cohen, MD",Neutral
21707,cll sa,CLL Warwick Uni,Neutral
21708,11am,CLL Warwick Uni,Neutral
21709,earlier this summer,CLL Warwick Uni,Neutral
21710,first,GEDEFO,Neutral
21711,17p,GEDEFO,Neutral
21712,duvelisib,Lymphomation.org,Neutral
21713,de mieux pour,Cégep de Lévis,Neutral
21714,la nouvelle année,Cégep de Lévis,Neutral
21715,de la santé,Cégep de Lévis,Neutral
21716,un,Cégep de Lévis,Neutral
21717,de la rentrée de employés du cll,Cégep de Lévis,Neutral
21718,2018 2019,Cégep de Lévis,Neutral
21719,43,SexGenomics,Neutral
21720,half year,AIM Alerts!,Neutral
21721,45,Andrew Schorr,Neutral
21722,cirmtuzumab,Bradley J. Fikes 🦔,Neutral
21723,1,Bradley J. Fikes 🦔,Neutral
21724,tomorrow,CLL Warwick Uni,Neutral
21725,the 21 august,CLL Warwick Uni,Neutral
21726,the week,CLL Warwick Uni,Neutral
21727,600,Gerry Ward,Neutral
21728,600 percent,Peter Schellinck,Neutral
21729,600,Betty C. Jung,Neutral
21730,26,Gerry Rodrigues,Neutral
21731,last week,Gerry Rodrigues,Neutral
21732,28 000,Gerry Rodrigues,Neutral
21733,stan,Gerry Rodrigues,Neutral
21734,1b,Chan Cheah,Neutral
21735,obinutuzumab,Chan Cheah,Neutral
21736,1b,AA&MDSIF,Neutral
21737,obinutuzumab,AA&MDSIF,Neutral
21738,kerry,AA&MDSIF,Neutral
21739,600 percent,University of Rochester,Neutral
21740,health plc board,AIM Alerts!,Neutral
21741,five,Patient Power,Neutral
21742,cll,Kathryn Evans Nuñez,Neutral
21743,nhsggc crukglasgow nhsforthvalley,Helen Jane Mee,Neutral
21744,info,Helen Jane Mee,Neutral
21745,month,Nick,Neutral
21746,4l,World Courier Operational Alerts,Neutral
21747,australia,World Courier Operational Alerts,Neutral
21748,new zealand,World Courier Operational Alerts,Neutral
21749,600,Wilmot Cancer Institute,Negative
21750,470,Wilmot Cancer Institute,Negative
21751,first,"Navneet Majhail, MD, MS",Neutral
21752,17p,"Navneet Majhail, MD, MS",Neutral
21753,nasa,SwingTradeBot UK,Neutral
21754,egl kit,SwingTradeBot UK,Neutral
21755,bez uen csh pfd,SwingTradeBot UK,Neutral
21756,first,"Dr T. Comeau , MD",Neutral
21757,17p,"Dr T. Comeau , MD",Neutral
21758,first,AA&MDSIF,Neutral
21759,17p,AA&MDSIF,Neutral
21760,watch manage care outlook,AJMC-Oncology,Neutral
21761,neurologische symptome,SpringerMedizin.de,Neutral
21762,von krankheitsstadium und aktivität,SpringerMedizin.de,Neutral
21763,imparables vamos_punta,Lenko Sins,Negative
21764,diamante,Lenko Sins,Negative
21765,first,The Lancet Oncology,Neutral
21766,esahai,eSahai,Neutral
21767,2,eSahai,Neutral
21768,many year,Dr. Drew Dahlgren,Neutral
21769,susan m,OncLive.com,Neutral
21770,today,Free Medical Consultation,Positive
21771,today,ViziMedical,Neutral
21772,today,Brandy News,Neutral
21773,nextfacebook nexttwitter,CryptoLiveLeak,Neutral
21774,today,Mazen M,Neutral
21775,600,Univ. of Rochester School of Medicine & Dentistry,Neutral
21776,uofr,Univ. of Rochester School of Medicine & Dentistry,Neutral
21777,3000researchers,Univ. of Rochester School of Medicine & Dentistry,Neutral
21778,roc,Univ. of Rochester School of Medicine & Dentistry,Neutral
21779,today,medical_tweets,Neutral
21780,today,Nursing-Resource.com,Neutral
21781,today,A2Z Awareness,Neutral
21782,today,Scott Filler,Neutral
21783,today,#Endsars protest,Negative
21784,today,Triple E Medical Solutions LLC,Neutral
21785,600,UR Medicine,Neutral
21786,uofr,UR Medicine,Neutral
21787,3000researchers,UR Medicine,Neutral
21788,roc,UR Medicine,Neutral
21789,snr,SwingTradeBot UK,Neutral
21790,tom,SwingTradeBot UK,Neutral
21791,17p,Cancer Papers,Negative
21792,first,Blood Advances,Neutral
21793,17p,Blood Advances,Neutral
21794,andrew rawstron,Medscape Education,Neutral
21795,2027,RazzleTazzle,Neutral
21796,kte,dough,Neutral
21797,19 october 2018,CLL Ireland,Neutral
21798,6,CLL Ireland,Neutral
21799,six,Norm Stahl,Neutral
21800,600,CLL Ireland,Neutral
21801,00 302,Bikudo,Neutral
21802,5 00,Bikudo,Neutral
21803,duvelisib,Cancer Papers,Negative
21804,east texas,Andrew Schorr,Neutral
21805,igas riv,SwingTradeBot UK,Neutral
21806,rcn wand,SwingTradeBot UK,Neutral
21807,vec cll,SwingTradeBot UK,Neutral
21808,bristol,CLLSA,Neutral
21809,nhs england,MDedge Hematology & Oncology,Neutral
21810,obinutuzumab chlorambucil,CLL Ireland,Neutral
21811,781,CLL Ireland,Neutral
21812,obinutuzumab head,CLL Ireland,Neutral
21813,about one,Patient Power,Neutral
21814,at least 3 month,Patient Power,Neutral
21815,imbruvica,Patient Power,Neutral
21816,us,Patient Power,Neutral
21817,kte,TrialBulletin,Neutral
